title,videoId,description,channelId,channelTitle,ChannelPublishedAt,videoPublishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,duration,caption,licensedContent,channel_videoCount,channel_subscriberCount,channel_commentCount,channel_ViewCount,country
Taiwan Street Food: Teppanyaki,41fliJ8mgXA,"Open-air Teppanyaki ~ The dish being prepared: several seafoods, beef, vegetables, an egg and rice ~ 9 USD (300 NTD) Filmed on Dadong Night Market, ...",UCu9g5OmzcCpcJnmSYyHnIVw,Aden Films,2012-08-08T12:42:04.000Z,2016-07-18T15:45:31.000Z,2667450,10435,791,1167,0,PT8M12S,0,0,285,231394,0,119338769,United States
The Try Guys Danish Food Taste Test,e3rDQJAr6_o,"Is it supposed to look like that?"" GET MORE BUZZFEED: www.buzzfeed.com/videoteam www.facebook.com/buzzfeedvideo www.instagram.com/buzzfeedvideo ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2016-08-27T18:00:03.000Z,4723053,84753,1890,8076,0,PT4M37S,0,0,4391,12821043,267,10510483331,0
We Tried To Steal Food From A Delivery Robot,UPZwnc_Lk2M,Robots are the future of food delivery and the temptation to steal from them is real.,UCf4FYTsGFFcdc68AUPIU3RA,BuzzFeed News,2010-03-05T17:57:14.000Z,2017-04-03T21:57:37.000Z,3866119,37098,8799,5719,0,PT4M26S,0,0,107,708251,230,34511534,0
Kids Try Hawaiian Food,qkLJ8Naap2k,Make sure to SUBSCRIBE! http://bit.ly/HiHoSubscribe Get HiHo swag here: http://cut.com/shop The kids from today's video: Desmond ...,UCqa2MPu8bLY1PwVFUpSyVhQ,HiHo Kids,2017-01-27T18:34:36.000Z,2017-05-25T14:00:06.000Z,1136922,22394,328,2401,0,PT4M47S,0,0,103,489129,0,44250766,United States
THE ULTIMATE FAST FOOD CHALLENGE (8000+ CALORIES),4VanATaw-yU,THE ULTIMATE FAST FOOD CHALLENGE (8000+ CALORIES) SO I WAS READING AN ARTICLE ON AMERICAS TOP FAST FOOD RESTAURANTS AND ...,UC2rv_0MzH58cfYmkuHOnWVQ,Nathan Figueroa,2011-11-18T01:16:12.000Z,2016-03-02T18:16:12.000Z,1608774,15133,879,2690,0,PT8M52S,0,0,493,252276,0,46287529,United States
Food Life Hacks,cTMPOmxpYoc,"Life hacks for you kitchen. Simple ways to make life easier and tips to make food last longer. How to separate egg yolk, squeeze a lemon with tongs, keep salad ...",UC0rDDvHM7u_7aWgAojSXl1Q,DaveHax,2012-06-08T21:27:07.000Z,2016-06-10T17:30:01.000Z,4985122,27729,1870,2420,0,PT4M18S,0,0,279,3388196,19,960357809,United Kingdom
Food FLIP challenge!!,wHlK9-x2hhQ,Condiment Bottle Flip Challenge!!  https://www.youtube.com/my_videos?o=U# Chair FLIP Challenge!!  https://www.youtube.com/watch?v=CMavthua6Zk ...,UCaRH3rDr3K3CEfhVqu5mgUQ,Team Edge,2015-09-08T17:08:52.000Z,2017-04-07T22:59:57.000Z,2331253,41272,844,12448,0,PT10M19S,0,0,302,2507953,0,550291458,United States
Party Food Life Hacks,mFeoeJoZeJE,"Life hacks and tips for party food. How to make simple snacks for a kids party. Make quick potato wedges, serve chips or crisps, how to cut watermelon, perfect ...",UC0rDDvHM7u_7aWgAojSXl1Q,DaveHax,2012-06-08T21:27:07.000Z,2016-03-11T17:52:35.000Z,4093677,32617,1094,3378,0,PT4M8S,0,0,279,3388196,19,960357809,United Kingdom
Cat pulls food away from man,XnxVF06gY8c,A cat eats out of a food bowl and pulls it away from a man who pretends to eat it too. For all licensing inquiries please contact: ...,UC3TL2lUPabRGPbg4HqcuEyQ,Dog Clips Daily,2013-10-16T20:06:43.000Z,2016-12-27T17:57:43.000Z,4350301,1034,44,38,0,PT25S,0,0,1284,730,0,5019410,United States
Gas Station Food Hacks,y2C7ee19L-Y,It's time for a gas station food hack attack! GMM #920! Send us pictures of your food creations to #gmmfoodhacks Good Mythical MORE: ...,UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,2008-09-17T14:37:49.000Z,2016-05-12T10:00:04.000Z,6416126,54497,3935,9806,0,PT14M50S,0,0,1508,12553089,2578,3510815544,United States
GUMMY FOOD vs. REAL FOOD 2!,64ZHt4oSWJU,DANIEL AND I TRY MORE GUMMY VS REAL FOODS! PANCAKE ART!: https://www.youtube.com/watch?v=5Zt4fpmyv_8 PURCHASE MY NOVEL: ...,UCGCPAOQDZa_TTTXDr5byjww,Joey Graceffa,2009-10-26T01:36:43.000Z,2017-04-06T20:00:01.000Z,1856833,79052,2036,7281,0,PT11M6S,0,0,1686,8137117,8058,1429834468,United States
People Try Hungarian Food For The First Time,1tEIWRnOcWw,"""I don't know anything about Hungary, but I know I'm hungry right now."" Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo GET ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2016-12-23T20:00:00.000Z,1603171,24692,715,3822,0,PT3M18S,0,0,4391,12821043,267,10510483331,0
Power Foods for the Brain | Neal Barnard | TEDxBismarck,v_ONFix_e4k,"Power Foods for the Brain Dr. Barnard has led numerous research studies investigating the effects of diet on diabetes, body weight, and chronic pain, including ...",UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,2009-06-23T16:00:48.000Z,2016-09-20T13:55:28.000Z,1197359,23330,738,1172,0,PT17M1S,0,0,97536,8425670,322,1638456477,0
Dog Food vs Regular Food Challenge with Belle & Gaston. Totally TV,u0xj_I2Q7vw,"Beauty & The Beast Belle vs Gaston in Real Food vs Dog Food Challenge. Who Eats Dog Food?! Subscribe: http://goo.gl/F6BqkQ Oh my goodness, things get ...",UCPOIFuct7fjWKkiDRTNJqrg,Totally TV,2014-07-11T18:35:45.000Z,2017-04-15T14:00:04.000Z,1194636,12087,894,7446,0,PT36M44S,0,0,1230,1872153,0,1665579524,United States
The Jewish Food Taste Test,SqYGGqTC_Us,"Good food. Good meat. Good G-d, let's eat! Music: Hora Melody Music Licensed via Warner Chappell Production Music Inc. Stock footage from: Abstract blue ...",UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-09-24T23:44:09.000Z,8109312,48822,2137,11528,0,PT4M19S,0,0,3186,8074247,58,7569899072,United States
Food Choices 2016 Documentary,6hJNayG6dxk,"This documentary follows filmmaker Michal Siewierski as he explores the impact that food choice has on people's health, the health of our planet and on the ...",UC6uup-jgtQbohPXSP_suN6A,Universel multimedia,2014-10-29T00:15:43.000Z,2016-09-29T09:04:01.000Z,267679,2919,299,363,0,PT1H31M10S,0,0,38,13669,0,9730477,0
How the food you eat affects your brain - Mia Nacamulli,xyQY8a-ng6g,"View full lesson: http://ed.ted.com/lessons/how-the-food-you-eat-affects-your-brain-mia-nacamulli When it comes to what you bite, chew and swallow, your ...",UCsooa4yRKGN_zEE8iknghZA,TED-Ed,2011-03-01T20:33:10.000Z,2016-06-21T15:00:37.000Z,2415219,55363,681,1607,0,PT4M53S,0,0,1353,4914022,227,688652382,0
Why we learn to love spicy food,JsgpZdGVNys,"Next time you're suffering from a spicy bite, don't reach for water. Subscribe to our channel! http://goo.gl/0bsAjO Vox.com is a news website that helps you cut ...",UCLXo7UDZvByw2ixzpQCufnA,Vox,2014-03-04T20:30:22.000Z,2015-04-29T13:31:44.000Z,893540,10961,180,755,0,PT2M53S,0,0,641,2702415,0,568169768,0
Indonesian Food | American Kids Try Food from Around the World | Ep 13,QTcZsAF9sH8,Help us decide what the kids should try next! Go to https://cut.com/kidstry and let your voice be heard! Don't forget to subscribe and follow us! YouTube: ...,UCbaGn5VkOVlcRgIWAHcrJKA,WatchCut Video,2014-10-29T19:59:06.000Z,2017-01-19T15:00:01.000Z,2168866,34131,1599,9434,0,PT6M46S,0,0,427,2545830,0,649423897,0
Irish People Try Stereotypical Irish Foods,50-jcQjZJ7c,"""It tastes like dog food?."" Subscribe to our channel : http://goo.gl/yEIawC Facts on social networks : Twitter : http://goo.gl/ddcDSG Facebook : http://goo.gl/xnkHkH ...",UCmEnDJfwzlfVZyDdIznoiww,Facts.,2014-07-05T01:12:57.000Z,2015-01-31T19:30:01.000Z,3911842,27322,718,5422,0,PT3M53S,0,0,559,1099006,0,401839760,Ireland
Gordon LIKES The Food! - Classic Kitchen Nightmares,OQsJRlPiEVw,"A trip down memory lane to the time Gordon visited Momma Cherri's Soul Food Shack in Brighton, and actually liked the food! If you liked this clip check out the ...",UCUZzyuAlhHNP3oiuMjn7RfQ,Kitchen Nightmares,2008-08-04T04:09:40.000Z,2015-10-07T17:00:01.000Z,9757227,114147,922,7407,0,PT5M9S,0,0,774,1389703,1,767432453,0
Americans Try Bizarre American Foods,Pv1bskS9dDc,Some knowledge is best left unknown--like what the 'M' is in a PB&M sandwich. Check out more awesome videos at BuzzFeedVideo!,UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-04-12T19:34:13.000Z,10659535,72737,1147,6808,0,PT3M,0,0,4391,12821043,267,10510483331,0
More Christmas Foods| American Kids Try Food from Around the World | Ep 11,M_5DAII8v4c,Check out the takes that didn't make it from New Zealand and the Dominican Republic and new clips from Poland and Argentina! Don't forget to subscribe and ...,UCbaGn5VkOVlcRgIWAHcrJKA,WatchCut Video,2014-10-29T19:59:06.000Z,2016-12-20T15:00:01.000Z,2523537,31821,587,6964,0,PT8M4S,0,0,427,2545830,0,649423897,0
Fast Food ADS vs. REALITY Experiment,XrZFM2nvLXA,SUBSCRIBE! > http://bit.ly/SubMF FUNNIEST PRANK EVER! > http://youtu.be/UW7W9sV0ak0 PATREON PERKS! >> http://patreon.com/mediocrefilms ...,UCUQYeJ6D3qDlQkMboh-8-xw,MediocreFilms,2006-10-11T00:48:08.000Z,2014-06-15T20:40:48.000Z,11377803,118324,6293,18995,0,PT3M35S,0,0,369,1540267,4853,473799553,United States
Americans Try Filipino Street Food,xIMnzCfKaFA,Ever tried intestine? Post to Facebook: http://on.fb.me/VH6XrS Like BuzzFeedVideo on Facebook: http://on.fb.me/18yCF0b Post to Twitter: http://bit.ly/VH6XYU ...,UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-07-08T23:46:43.000Z,7882364,43249,1827,7129,0,PT2M38S,0,0,3186,8074247,58,7569899072,United States
Americans Taste Exotic Asian Food,8lK475dxZds,When your food fights back! Post to Facebook: http://on.fb.me/1n4Gf3Q Like BuzzFeedVideo on Facebook: http://on.fb.me/1ilcE7k Post to Twitter: ...,UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-06-11T01:55:23.000Z,15917244,109832,4492,26536,0,PT3M55S,0,0,3186,8074247,58,7569899072,United States
The Most Popular Drunk Foods Around The World,O51azh8t_pg,"Talk about ""Buzzed Feeds..."" Post to Facebook: http://on.fb.me/1fiRTcL Like BuzzFeedVideo on Facebook: http://on.fb.me/1ilcE7k Post to Twitter: ...",UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-04-26T16:59:26.000Z,6336176,33400,2661,16529,0,PT2M3S,0,0,3186,8074247,58,7569899072,United States
Food waste is the world's dumbest problem,6RlxySFrkIM,"Eat your peas! It's the easiest way to fight climate change. This is the fourth episode of Climate Lab, a six-part series produced by the University of California in ...",UCLXo7UDZvByw2ixzpQCufnA,Vox,2014-03-04T20:30:22.000Z,2017-05-10T13:00:00.000Z,872212,33598,814,2485,0,PT9M23S,0,0,641,2702416,0,568169768,0
Logic - Soul Food (Official Audio),k0x6KVyYYbY,"The official version of Logic's ""Soul Food"" audio off his 'Under Pressure' album which is out now on Visionary Music Group / Def Jam. Produced by Alkebulan, DJ ...",UCYtWSZWHYPbmwsh2CEUyMrQ,Visionary Music Group,2010-09-12T22:41:00.000Z,2014-10-21T16:15:14.000Z,4132090,28862,680,1867,0,PT4M53S,0,0,185,714773,381,384150800,0
School Lunches | American Kids Try Food From Around the World | Ep 2,qsyhtzKLxkw,Kids try school lunches from around the world. Don't forget to subscribe and follow us! YouTube: http://cut.com/youtube Facebook: http://cut.com/facebook ...,UCbaGn5VkOVlcRgIWAHcrJKA,WatchCut Video,2014-10-29T19:59:06.000Z,2015-08-26T18:59:50.000Z,18184395,107797,14067,36469,0,PT7M29S,0,0,427,2545831,0,649423897,0
8 Facts About Food That Will Totally Creep You Out,jXJSmxi2buc,Disclaimer: Don't eat a hot dog while you watch this. Song credit: https://soundcloud.com/light-foot/mol... Based on these two BuzzFeed posts: ...,UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2013-06-12T00:54:34.000Z,16360557,70680,11104,30201,0,PT2M15S,0,0,4391,12821044,267,10510483331,0
Americans Try Surstromming (The Smelliest Food In The World),_haw_YDC_zo,Can you make it through this video without barfing? Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo MUSIC Moonlight Sonata ...,UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-06-27T18:00:00.000Z,9133308,118756,2040,17771,0,PT3M46S,0,0,4391,12821044,267,10510483331,0
What Causes Food Cravings?,jf5r3shuw88,"Why do I really, really want ice cream right now? Today we explore the science of food cravings! Why We Love Junk Food: https://youtu.be/ZMsW2oXors8 ...",UCZYTClx2T1of7BRZ86-8fow,SciShow,2011-10-20T16:11:13.000Z,2016-04-28T17:00:04.000Z,482140,12400,454,1133,0,PT3M9S,0,0,1337,4359326,3205,697913532,0
Ridiculous Leftover Food Hacks,kP-Le0RgmQA,We've got some delicious things you can make with your Thanksgiving leftovers. GMM #1030! Thanks to Amazon Echo for sponsoring this episode! To get your ...,UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,2008-09-17T14:37:49.000Z,2016-11-24T11:00:03.000Z,2237754,39612,515,4348,0,PT13M57S,0,0,1508,12553086,2578,3510815544,United States
MOST DISGUSTING FOOD EVER?!,kL-JbqQx4Wk,"Please SUBSCRIBE - http://bit.ly/BWchannel Watch More - http://bit.ly/OLpukefruit The original Puke Fruit was the Noni, now in this segment of On Location ...",UC6E2mP01ZLH_kbAyeazCNdg,Brave Wilderness,2014-09-08T22:58:06.000Z,2017-05-19T11:00:03.000Z,4063049,65639,7587,29609,0,PT13M24S,0,0,302,7451504,0,1154190755,0
Is This Prison Food Cruel And Unusual?,1bei7vlf56w,"""My mouth is afraid of this food"" Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo Special thanks to Eastern State Penitentiary ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-06-12T22:00:01.000Z,8978542,63666,5644,16093,0,PT2M39S,0,0,4391,12821044,267,10510483331,0
Top 10 Outrageous Fast Food Items,h_c58V3NmyU,Do you think of daily caloric recommendations as just numbers? Then this list is for you! Join http://www.WatchMojo.com as we count down our picks for the Top ...,UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,2007-01-25T16:19:35.000Z,2015-02-12T18:00:00.000Z,4365845,25910,1374,7939,0,PT11M,0,0,13186,15086986,168,8771569620,Canada
Adults Taste Baby Food,DrMndBQ1P1c,No wonder babies are always crying. Share on Facebook: http://on.fb.me/1rMjkB7 Like BuzzFeedVideo on Facebook: http://on.fb.me/18yCF0b Share on ...,UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-06-04T21:03:09.000Z,6322765,42359,464,4050,0,PT2M22S,0,0,3186,8074247,58,7569899072,United States
APOCALYPSE FOOD,qLaCDz_Qmtw,"Subscribe (It's Free): http://bit.ly/10nP7dg Twitter: https://twitter.com/VsauceTwo *** CLICK ""SHOW MORE"" FOR LINKS AND SOURCES *** Hardtack (0:02) ...",UCqmugCqELzhIMNYnsjScXXw,Vsauce2,2010-12-07T16:43:13.000Z,2014-02-20T20:14:07.000Z,1997556,33400,408,2196,0,PT4M27S,0,0,324,3779707,3065,542481957,United States
Food Waste: Last Week Tonight with John Oliver (HBO),i8xwLWb0lLY,"Producers, sellers, and consumers waste tons of food. John Oliver discusses the shocking amount of food we don't eat. Connect with Last Week Tonight online.",UC3XTzVzaHQEd30rQbuvCtTQ,LastWeekTonight,2014-03-18T17:41:39.000Z,2015-07-20T06:30:01.000Z,8616131,94279,1906,7993,0,PT17M50S,0,0,212,5332184,0,1248426989,0
People Eating Dog Food Without Knowing -- Freshpet,QtHa8Cf4BOI,"People react to being fed dog food without knowing beforehand. Will they like it? http://freshpet.com For kids under 18, all parents were ""in on the joke"" and gave ...",UC5rs0KQbynTiXjyhivBUkAQ,Freshpet,2009-03-13T19:17:06.000Z,2015-07-27T13:07:27.000Z,909279,2149,128,609,0,PT3M42S,0,0,140,18759,2,23760187,0
Spicy Food Showdown,fbJgzZnIHUo,It's time to go head to head in a spicy food showdown! GMM #941! Be sure to watch Good Mythical Crew every Saturday on ...,UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,2008-09-17T14:37:49.000Z,2016-06-10T10:00:30.000Z,5768111,117370,1091,10059,0,PT14M18S,0,0,1508,12553086,2578,3510815544,United States
Americans Try Bizarre European Food,A0t26w1zXiQ,"Snails, minced sheep's innards, and fish cured with poison. Watch Americans try these amazing European delicacies for the first time. MUSIC Bord De Marne ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-06-02T21:07:08.000Z,9077259,73519,2823,12283,0,PT4M27S,0,0,4391,12821044,267,10510483331,0
Irish People Try Surstromming (World's Smelliest Food),nJZYieU6Cgw,"""It smells grey. Is that possible!?"" Make sure to subscribe to Facts. http://goo.gl/yEIawC - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Facts. on social networks ...",UCmEnDJfwzlfVZyDdIznoiww,Facts.,2014-07-05T01:12:57.000Z,2017-03-24T21:30:02.000Z,651581,12870,181,2435,0,PT3M40S,0,0,559,1099007,0,401839760,Ireland
Michelle Phan's Food Adventures in Vietnam,1zt-WaDveX8,"While in Vietnam, Michelle tried food all across the country. [?] Subscribe to ICON: http://goo.gl/DptTm [?] ICON network on the Web: ...",UCxLz-V4V3TY-WCnapvg9odw,ICON Network,2011-10-19T19:48:21.000Z,2016-07-07T18:43:54.000Z,747023,12410,364,1161,0,PT8M33S,0,0,497,461621,22874,45482842,0
HOW POKEMON EAT FOOD!!,5hU1QDwv7KQ,HOW POKEMON EAT FOOD!! (Inspired by: MisterEpicMan - How Animals Eat Their Food) Here is the never before seen footage of actual REAL LIFE Pokemon ...,UCNdqe5zJ6k-i7XKoYWA4Z2g,Wassabi Productions,2006-01-25T21:36:06.000Z,2016-07-20T21:16:06.000Z,5244967,81561,6354,8759,0,PT4M8S,0,0,518,8953383,23659,2915697296,United States
People Taste Test Puerto Rican Food,I1Cqv840gVE,"Mofongo - ""That sounds like an elephant in a Disney movie."" Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo MUSIC Kuduro ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-07-31T02:00:00.000Z,3361002,44230,800,7494,0,PT2M36S,0,0,4391,12821043,267,10510483331,0
The Food Porn Superstars of South Korea: Mukbang,5wjXJL6ZwLk,"In Korea, people can tune in on their laptops and cell phones any time, any day and watch people eat--and talk about eating. These ""online eaters"" are neither ...",UCaLfMkkHhSA_LaCta0BzyhQ,Munchies,2014-03-24T21:21:29.000Z,2015-02-16T12:00:01.000Z,3570781,19421,1905,2970,0,PT26M1S,0,0,695,1806269,0,320078928,United States
Epic French Toast (Food Challenge),flLfo8AHVKs,"Good Video? Like/Thumbs Up & Share!! It's a big shoe to fill, but I want to say this is my most epic creation of 2016. If not, it's definitely up there.. ENJOY!",UCd1fLoVFooPeWqCEYVUJZqg,Matt Stonie,2012-08-24T04:47:23.000Z,2016-12-13T22:22:42.000Z,2846493,47830,1450,5997,0,PT11M23S,0,0,287,3046930,158,578351131,United States
"TheTruth About Your Food with FOOD, INC. Filmmaker Robert Kenner",2Oq24hITFTY,"https://twitter.com/#!/onditimoner http://www.facebook.com/thelip.tv http://www.facebook.com/BYODOC http://thelip.tv/ Oscar-nominated director, Robert Kenner ...",UCBeyuzUWyvDAVpS_ibwMwnA,TheLipTV,2011-08-06T15:30:13.000Z,2012-07-17T22:42:00.000Z,1921910,7579,413,1814,0,PT58M20S,0,0,8829,288951,41,171391742,United States
Pet Food Taste Test,1aKq8MzhxtE,"If it's good enough for pets, it's good enough for us. GMM #732! Send us your Wheel of Mythicality suggestions using #GMMWheel! Good Mythical MORE: ...",UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,2008-09-17T14:37:49.000Z,2015-08-10T10:00:00.000Z,7007243,120858,1551,15652,0,PT14M44S,0,0,1508,12553086,2578,3510815544,United States
FOOD BATTLE 2012!,R8Qtft2lAfU,WATCH BLOOPERS & ALTERNATE SCENES: http://bit.ly/FB2012xtras WATCH THIS EPISODE EN ESPANOL: http://youtu.be/R7WrlRBEhyQ WATCH THE ...,UCY30JRSgfhYXA6i6xX1erWg,Smosh,2005-11-19T10:25:07.000Z,2012-10-19T19:30:20.000Z,22875207,223247,10316,51669,0,PT8M50S,0,0,901,22751530,1377627,6639778509,United States
How Much Food Can You Buy For $5 Around The World?,2dS8qjJ4lQ0,"Here's how much coffee, meat, beer, McDonald's, and more you can buy for $5 in countries around the world. For starters, you can buy a lot of beer for $5 in ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2013-04-20T01:57:49.000Z,7780921,36466,1261,7248,0,PT1M44S,0,0,4391,12821043,267,10510483331,0
Food Magic Tricks You Need To Try,Ia2XTN-7WJE,Icy Cokes For Everyone! Check out more awesome BuzzFeedBlue videos! http://bit.ly/YTbuzzfeedblue1 MUSIC Prize Money By Birocratic For More Awesome ...,UCBUVGPsJzc1U8SECMgBaMFw,BuzzFeedBlue,2014-05-05T19:01:18.000Z,2015-01-02T18:29:07.000Z,12839983,120290,5174,3656,0,PT2M33S,0,0,1244,6035324,0,2720761831,0
Dinners | American Kids Try Food From Around the World | Ep 3,JmOGqOG8SbI,Special thanks to our friends at http://sidechef.com for providing us a real chef for this project! Download their app at ...,UCbaGn5VkOVlcRgIWAHcrJKA,WatchCut Video,2014-10-29T19:59:06.000Z,2015-10-06T16:02:58.000Z,7441384,41945,2394,10635,0,PT4M32S,0,0,427,2545837,0,649423897,0
Understanding Food Allergy,AKVjKC3u9hk,The National Institute of Allergy and Infectious Diseases explains food allergy and offers tips on how to manage the condition.,UC3czpX3je5inTW1GXNXOkAQ,NIAID,2006-11-22T03:19:36.000Z,2013-08-06T14:30:58.000Z,159337,429,15,36,0,PT2M29S,0,0,96,1907,0,615089,0
Korean Street Food  | MUKBANG,JJb3_GLzEPo,"ENJOY! If you don't like my eating sound, my ""smacking"", my slurping, my english, or if you simply do not like me.... do yourself a favor and don't watch because ...",UCHn2-DNS5t4tEXqBK5bHmTQ,KEEMI,2015-09-07T01:10:13.000Z,2015-12-09T01:22:51.000Z,2381103,14320,1819,2564,0,PT22M41S,0,0,318,557337,0,108093689,United States
Eating Weird Food from the 50s (with Katherine),d9WzC2baIW4,Katherine got a sort of recipe book that her grandmother put together in the 1940s and 50s. It was fascinating enough that I decided we should cook some of this ...,UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,2007-01-02T01:04:26.000Z,2016-01-15T23:36:18.000Z,1150373,25164,705,2272,0,PT4M,0,0,1518,3034541,5415,700942273,0
Filipino Fast Food Taste Test,qduLBNV1HVs,"""It's like a different kind of spice"" Post to Facebook: http://on.fb.me/SnUQ1s Like BuzzFeedVideo on Facebook: http://on.fb.me/1ilcE7k Post to Twitter: ...",UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-05-20T00:57:17.000Z,7150544,40454,3786,10025,0,PT2M39S,0,0,3186,8074249,58,7569899072,United States
Store Cat Food vs Homemade,cofNVuXgjsA,"Thank you for watching! I normally cook a meal like this for Kohaku once a year on his birthday, but since I got a lot of requests to make a food for him, I decided ...",UCRxAgfYexGLlu1WHGIMUDqw,JunsKitchen,2012-11-12T02:38:12.000Z,2016-09-19T12:40:08.000Z,5175744,124837,2801,10988,0,PT2M52S,0,0,15,885025,67,46484551,0
Is Organic Food Worse For You?,PwRCZE0-P2I,Should you be eating organic food? Our EPIC SCIENCE PLAYLIST: ...,UCC552Sd-3nyi_tk2BudLUzA,AsapSCIENCE,2012-05-28T17:33:43.000Z,2016-10-13T16:00:05.000Z,1473527,31822,2162,4098,0,PT4M26S,0,0,231,6828927,1597,820517268,0
The Science of Addictive Food,4cpdb78pWl4,"There's a science to making addictive food, a practice that convinces us to eat food that's bad for us because it tastes so good. >>>>>> Subscribe to The National to ...",UCKjU3KzdbJE1EFcHVqXC3_g,The National,2007-10-17T21:34:25.000Z,2013-03-07T03:17:49.000Z,558807,3780,161,0,0,PT11M13S,0,0,7163,123461,13,96734728,Canada
10 Food Tricks & Tips | Jamie Oliver | Kitchen Hacks,YEDP-2ZJDoA,A Top 10 count down from the archives of all of Jamie's classic food tricks and tips to make you a ninja in the Kitchen! Links from the video: 5 Things.,UCpSgg_ECBj25s9moCDfSTsA,Jamie Oliver,2006-05-21T14:19:07.000Z,2017-03-18T12:30:01.000Z,353698,6553,387,291,0,PT5M8S,0,0,1412,3184870,441,347509714,United Kingdom
Mm.. Food,xOYkjt9F81c,MF DOOM.,UCNLQeDZx_nXnauBe0kUV-Ig,The Hip Hop Hendrix,2013-05-18T16:29:15.000Z,2013-08-03T08:35:18.000Z,1993649,14352,447,2113,0,PT48M58S,0,0,7,8359,0,4355077,0
Asian Food,Rk011so6MUc,inb4 dog-eating jokes. *NEW WEBSITE: http://domics.co/ Follow me! TUMBLR: http://www.domics.me FACEBOOK: http://www.facebook.com/domics.me ...,UCn1XB-jvmd9fXMzhiA6IR0w,Domics,2012-08-11T08:28:27.000Z,2015-01-23T07:35:07.000Z,8697398,244207,1089,38780,0,PT2M45S,0,0,137,4280521,268,502761402,Canada
Americans Try Peruvian Food,rn3HeUJ650g,"It tastes like the ocean tastes...but deliciouser."" The BuzzFeed News App: Smart. Interesting. Emojis. Download on the App Store: http://bit.ly/1GtniTQ Check out ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-07-12T18:42:28.000Z,3381840,38096,3583,5457,0,PT3M6S,0,0,4391,12821043,267,10510483331,0
KIDS vs. FOOD #15  - SUSHI,7LtuPnfXOv0,SUBSCRIBE to the REACT Channel: http://goo.gl/47iJqh Watch all People Vs. Food Episodes (Kids/Teens/Adults): http://goo.gl/KjLw5C All REACT channel ...,UCHEf6T_gVq4tlW5i91ESiWg,REACT,2013-07-30T10:19:47.000Z,2015-09-03T17:00:38.000Z,8740574,79665,3413,11695,0,PT6M56S,0,0,917,8084574,0,2054460364,0
Gordon Ramsay ROASTS Twitter Chefs (70 Food FAILS) | Alonzo Lerone,2ayUzupSHtE,"Official ""Chef Ramsay ROASTS Twitter Chefs (70 Food FAILS)"" video by Alonzo Lerone. Subscribe to see new Alonzo Lerone first: http://bit.ly/22YprBz Check out ...",UCqTk2nsJ9K_PRaDFG0rY4XA,Alonzo Lerone,2007-09-06T12:57:38.000Z,2017-04-14T22:00:01.000Z,2915321,71705,3408,3432,0,PT10M10S,0,0,304,1596686,5648,152488973,United States
